"","birdType","bone","measurement","measurementType","boneAlone"
"621","SW","femw",2.93,"w","Femur"
"622","SW","femw",3.19,"w","Femur"
"623","SW","femw",6.87,"w","Femur"
"624","SW","femw",6.89,"w","Femur"
"625","SW","femw",5.04,"w","Femur"
"626","SW","femw",5.31,"w","Femur"
"627","SW","femw",6.45,"w","Femur"
"628","SW","femw",7.02,"w","Femur"
"629","SW","femw",6.76,"w","Femur"
"630","SW","femw",5.9,"w","Femur"
"631","SW","femw",6.7,"w","Femur"
"632","SW","femw",5.36,"w","Femur"
"633","SW","femw",6.08,"w","Femur"
"634","SW","femw",2.02,"w","Femur"
"635","SW","femw",2.05,"w","Femur"
"636","SW","femw",2.49,"w","Femur"
"637","SW","femw",8.1,"w","Femur"
"638","SW","femw",7.37,"w","Femur"
"639","SW","femw",9.99,"w","Femur"
"640","SW","femw",6.2,"w","Femur"
"641","SW","femw",8.53,"w","Femur"
"642","SW","femw",1.68,"w","Femur"
"643","SW","femw",2.17,"w","Femur"
"644","SW","femw",1.59,"w","Femur"
"645","SW","femw",3.24,"w","Femur"
"646","SW","femw",3.16,"w","Femur"
"647","SW","femw",1.17,"w","Femur"
"648","SW","femw",1.23,"w","Femur"
"649","SW","femw",1.3,"w","Femur"
"650","SW","femw",1.44,"w","Femur"
"651","SW","femw",1.02,"w","Femur"
"652","SW","femw",0.97,"w","Femur"
"653","SW","femw",2.1,"w","Femur"
"654","SW","femw",2.18,"w","Femur"
"655","SW","femw",3.42,"w","Femur"
"656","SW","femw",3.62,"w","Femur"
"657","SW","femw",4.05,"w","Femur"
"658","SW","femw",4.34,"w","Femur"
"659","SW","femw",1.95,"w","Femur"
"660","SW","femw",1.98,"w","Femur"
"661","SW","femw",2.48,"w","Femur"
"662","SW","femw",2.81,"w","Femur"
"663","SW","femw",4.44,"w","Femur"
"664","SW","femw",5.27,"w","Femur"
"665","SW","femw",2.53,"w","Femur"
"666","SW","femw",2.55,"w","Femur"
"667","SW","femw",2.77,"w","Femur"
"668","SW","femw",2.58,"w","Femur"
"669","SW","femw",2.98,"w","Femur"
"670","SW","femw",2.76,"w","Femur"
"671","SW","femw",2.85,"w","Femur"
"672","SW","femw",1.97,"w","Femur"
"673","SW","femw",2.26,"w","Femur"
"674","SW","femw",3.05,"w","Femur"
"675","SW","femw",2.94,"w","Femur"
"676","SW","femw",1.83,"w","Femur"
"677","SW","femw",3.41,"w","Femur"
"678","SW","femw",3.15,"w","Femur"
"679","SW","femw",2.05,"w","Femur"
"680","SW","femw",1.97,"w","Femur"
"681","SW","femw",1.77,"w","Femur"
"682","SW","femw",1.89,"w","Femur"
"683","SW","femw",3.03,"w","Femur"
"684","SW","femw",1.95,"w","Femur"
"685","SW","femw",1.9,"w","Femur"
"686","SW","femw",3.11,"w","Femur"
"687","SW","femw",3.25,"w","Femur"
"688","SW","femw",3.36,"w","Femur"
"689","SW","femw",3.77,"w","Femur"
"690","SW","femw",2.98,"w","Femur"
"691","SW","femw",3.1,"w","Femur"
"692","SW","femw",4.96,"w","Femur"
"693","SW","femw",4.43,"w","Femur"
"694","SW","femw",3.03,"w","Femur"
"695","SW","femw",2.44,"w","Femur"
"696","SW","femw",4.02,"w","Femur"
"697","SW","tibl",5.5,"l","Tibiotarsus"
"698","SW","tibl",80.22,"l","Tibiotarsus"
"699","SW","tibl",75.35,"l","Tibiotarsus"
"700","SW","tibl",69.17,"l","Tibiotarsus"
"701","SW","tibl",56.27,"l","Tibiotarsus"
"702","SW","tibl",56.95,"l","Tibiotarsus"
"703","SW","tibl",71.26,"l","Tibiotarsus"
"704","SW","tibl",76.02,"l","Tibiotarsus"
"705","SW","tibl",110,"l","Tibiotarsus"
"706","SW","tibl",120,"l","Tibiotarsus"
"707","SW","tibl",143,"l","Tibiotarsus"
"708","SW","tibl",185,"l","Tibiotarsus"
"709","SW","tibl",180,"l","Tibiotarsus"
"710","SW","tibl",155,"l","Tibiotarsus"
"711","SW","tibl",155,"l","Tibiotarsus"
"712","SW","tibl",166,"l","Tibiotarsus"
"713","SW","tibl",157,"l","Tibiotarsus"
"714","SW","tibl",145,"l","Tibiotarsus"
"715","SW","tibl",150,"l","Tibiotarsus"
"716","SW","tibl",129.59,"l","Tibiotarsus"
"717","SW","tibl",133.27,"l","Tibiotarsus"
"718","SW","tibl",128,"l","Tibiotarsus"
"719","SW","tibl",126,"l","Tibiotarsus"
"720","SW","tibl",74.66,"l","Tibiotarsus"
"721","SW","tibl",80.42,"l","Tibiotarsus"
"722","SW","tibl",77.11,"l","Tibiotarsus"
"723","SW","tibl",75.2,"l","Tibiotarsus"
"724","SW","tibl",75.99,"l","Tibiotarsus"
"725","SW","tibl",71.94,"l","Tibiotarsus"
"726","SW","tibl",128.75,"l","Tibiotarsus"
"727","SW","tibl",112.6,"l","Tibiotarsus"
"728","SW","tibl",64.53,"l","Tibiotarsus"
"729","SW","tibl",69.06,"l","Tibiotarsus"
"730","SW","tibl",76.66,"l","Tibiotarsus"
"731","SW","tibl",68.67,"l","Tibiotarsus"
"732","SW","tibl",65.18,"l","Tibiotarsus"
"733","SW","tibl",68.09,"l","Tibiotarsus"
"734","SW","tibl",68.01,"l","Tibiotarsus"
"735","SW","tibl",132,"l","Tibiotarsus"
"736","SW","tibl",125.76,"l","Tibiotarsus"
"737","SW","tibl",55.1,"l","Tibiotarsus"
"738","SW","tibl",54.97,"l","Tibiotarsus"
"739","SW","tibl",108.97,"l","Tibiotarsus"
"740","SW","tibl",112,"l","Tibiotarsus"
"741","SW","tibl",87.93,"l","Tibiotarsus"
"742","SW","tibl",87.72,"l","Tibiotarsus"
"743","SW","tibl",117.14,"l","Tibiotarsus"
"744","SW","tibl",90.71,"l","Tibiotarsus"
"745","SW","tibl",91,"l","Tibiotarsus"
"746","SW","tibl",78.22,"l","Tibiotarsus"
"747","SW","tibl",87.57,"l","Tibiotarsus"
"748","SW","tibl",69.04,"l","Tibiotarsus"
"749","SW","tibl",74.38,"l","Tibiotarsus"
"750","SW","tibl",37.69,"l","Tibiotarsus"
"751","SW","tibl",40.13,"l","Tibiotarsus"
"752","SW","tibl",50.89,"l","Tibiotarsus"
"753","SW","tibl",180,"l","Tibiotarsus"
"754","SW","tibl",160,"l","Tibiotarsus"
"755","SW","tibl",237,"l","Tibiotarsus"
"756","SW","tibl",156,"l","Tibiotarsus"
"757","SW","tibl",178,"l","Tibiotarsus"
"758","SW","tibl",45.36,"l","Tibiotarsus"
"759","SW","tibl",57.89,"l","Tibiotarsus"
"760","SW","tibl",42.5,"l","Tibiotarsus"
"761","SW","tibl",79.1,"l","Tibiotarsus"
"762","SW","tibl",83.26,"l","Tibiotarsus"
"763","SW","tibl",37.47,"l","Tibiotarsus"
"764","SW","tibl",33.29,"l","Tibiotarsus"
"765","SW","tibl",35.46,"l","Tibiotarsus"
"766","SW","tibl",44.69,"l","Tibiotarsus"
"767","SW","tibl",31.56,"l","Tibiotarsus"
"768","SW","tibl",31.55,"l","Tibiotarsus"
"769","SW","tibl",49.09,"l","Tibiotarsus"
"770","SW","tibl",48.1,"l","Tibiotarsus"
"771","SW","tibl",86.62,"l","Tibiotarsus"
"772","SW","tibl",93.84,"l","Tibiotarsus"
"773","SW","tibl",94.23,"l","Tibiotarsus"
"774","SW","tibl",92.31,"l","Tibiotarsus"
"775","SW","tibl",52.24,"l","Tibiotarsus"
"776","SW","tibl",53.7,"l","Tibiotarsus"
"777","SW","tibl",64.58,"l","Tibiotarsus"
"778","SW","tibl",67.5,"l","Tibiotarsus"
"779","SW","tibl",108.1,"l","Tibiotarsus"
"780","SW","tibl",112.75,"l","Tibiotarsus"
"781","SW","tibl",58.83,"l","Tibiotarsus"
"782","SW","tibl",58.09,"l","Tibiotarsus"
"783","SW","tibl",62.66,"l","Tibiotarsus"
"784","SW","tibl",57.8,"l","Tibiotarsus"
"785","SW","tibl",70.57,"l","Tibiotarsus"
"786","SW","tibl",70.28,"l","Tibiotarsus"
"787","SW","tibl",68.23,"l","Tibiotarsus"
"788","SW","tibl",52.41,"l","Tibiotarsus"
"789","SW","tibl",53.42,"l","Tibiotarsus"
"790","SW","tibl",70.74,"l","Tibiotarsus"
"791","SW","tibl",72.52,"l","Tibiotarsus"
"792","SW","tibl",50.64,"l","Tibiotarsus"
"793","SW","tibl",75.54,"l","Tibiotarsus"
"794","SW","tibl",81.86,"l","Tibiotarsus"
"795","SW","tibl",51.08,"l","Tibiotarsus"
"796","SW","tibl",48.94,"l","Tibiotarsus"
"797","SW","tibl",51.88,"l","Tibiotarsus"
"798","SW","tibl",50.06,"l","Tibiotarsus"
"799","SW","tibl",69.54,"l","Tibiotarsus"
"800","SW","tibl",51.44,"l","Tibiotarsus"
"801","SW","tibl",50.26,"l","Tibiotarsus"
"802","SW","tibl",76.18,"l","Tibiotarsus"
"803","SW","tibl",76.8,"l","Tibiotarsus"
"804","SW","tibl",85.62,"l","Tibiotarsus"
"805","SW","tibl",87.55,"l","Tibiotarsus"
"806","SW","tibl",71.11,"l","Tibiotarsus"
"807","SW","tibl",78.94,"l","Tibiotarsus"
"808","SW","tibl",105.34,"l","Tibiotarsus"
"809","SW","tibl",102.04,"l","Tibiotarsus"
"810","SW","tibl",72.41,"l","Tibiotarsus"
"811","SW","tibl",63.76,"l","Tibiotarsus"
"812","SW","tibl",92.36,"l","Tibiotarsus"
"813","SW","tibw",4.03,"w","Tibiotarsus"
"814","SW","tibw",4.51,"w","Tibiotarsus"
"815","SW","tibw",4.04,"w","Tibiotarsus"
"816","SW","tibw",3.4,"w","Tibiotarsus"
"817","SW","tibw",2.96,"w","Tibiotarsus"
"818","SW","tibw",2.73,"w","Tibiotarsus"
"819","SW","tibw",3.56,"w","Tibiotarsus"
"820","SW","tibw",3.81,"w","Tibiotarsus"
"821","SW","tibw",5.58,"w","Tibiotarsus"
"822","SW","tibw",7.31,"w","Tibiotarsus"
"823","SW","tibw",8.25,"w","Tibiotarsus"
"824","SW","tibw",8.07,"w","Tibiotarsus"
"825","SW","tibw",9.62,"w","Tibiotarsus"
"826","SW","tibw",6.68,"w","Tibiotarsus"
"827","SW","tibw",6.61,"w","Tibiotarsus"
"828","SW","tibw",7.83,"w","Tibiotarsus"
"829","SW","tibw",7.18,"w","Tibiotarsus"
"830","SW","tibw",7.12,"w","Tibiotarsus"
"831","SW","tibw",6.78,"w","Tibiotarsus"
"832","SW","tibw",6.94,"w","Tibiotarsus"
"833","SW","tibw",7.41,"w","Tibiotarsus"
"834","SW","tibw",7.14,"w","Tibiotarsus"
"835","SW","tibw",7.86,"w","Tibiotarsus"
"836","SW","tibw",4.38,"w","Tibiotarsus"
"837","SW","tibw",4.36,"w","Tibiotarsus"
"838","SW","tibw",3.94,"w","Tibiotarsus"
"839","SW","tibw",4.95,"w","Tibiotarsus"
"840","SW","tibw",4.77,"w","Tibiotarsus"
"841","SW","tibw",4.54,"w","Tibiotarsus"
"842","SW","tibw",6.49,"w","Tibiotarsus"
"843","SW","tibw",7.22,"w","Tibiotarsus"
"844","SW","tibw",4.41,"w","Tibiotarsus"
"845","SW","tibw",5.13,"w","Tibiotarsus"
"846","SW","tibw",5.2,"w","Tibiotarsus"
"847","SW","tibw",4.24,"w","Tibiotarsus"
"848","SW","tibw",4.51,"w","Tibiotarsus"
"849","SW","tibw",4.61,"w","Tibiotarsus"
"850","SW","tibw",4.66,"w","Tibiotarsus"
"851","SW","tibw",10.23,"w","Tibiotarsus"
"852","SW","tibw",9.63,"w","Tibiotarsus"
"853","SW","tibw",3.19,"w","Tibiotarsus"
"854","SW","tibw",3.38,"w","Tibiotarsus"
"855","SW","tibw",7.63,"w","Tibiotarsus"
"856","SW","tibw",7.73,"w","Tibiotarsus"
"857","SW","tibw",6.1,"w","Tibiotarsus"
"858","SW","tibw",7.11,"w","Tibiotarsus"
"859","SW","tibw",7.9,"w","Tibiotarsus"
"860","SW","tibw",6.69,"w","Tibiotarsus"
"861","SW","tibw",6.55,"w","Tibiotarsus"
"862","SW","tibw",5.62,"w","Tibiotarsus"
"863","SW","tibw",6.34,"w","Tibiotarsus"
"864","SW","tibw",5.18,"w","Tibiotarsus"
"865","SW","tibw",5.43,"w","Tibiotarsus"
"866","SW","tibw",1.82,"w","Tibiotarsus"
"867","SW","tibw",1.68,"w","Tibiotarsus"
"868","SW","tibw",2.19,"w","Tibiotarsus"
"869","SW","tibw",9.45,"w","Tibiotarsus"
"870","SW","tibw",8.47,"w","Tibiotarsus"
"871","SW","tibw",11.03,"w","Tibiotarsus"
"872","SW","tibw",7.19,"w","Tibiotarsus"
"873","SW","tibw",9.61,"w","Tibiotarsus"
"874","SW","tibw",1.58,"w","Tibiotarsus"
"875","SW","tibw",2.38,"w","Tibiotarsus"
"876","SW","tibw",1.48,"w","Tibiotarsus"
"877","SW","tibw",3.1,"w","Tibiotarsus"
"878","SW","tibw",3.64,"w","Tibiotarsus"
"879","SW","tibw",1.29,"w","Tibiotarsus"
"880","SW","tibw",1.17,"w","Tibiotarsus"
"881","SW","tibw",1.27,"w","Tibiotarsus"
"882","SW","tibw",1.58,"w","Tibiotarsus"
"883","SW","tibw",1.07,"w","Tibiotarsus"
"884","SW","tibw",1.01,"w","Tibiotarsus"
"885","SW","tibw",2.38,"w","Tibiotarsus"
"886","SW","tibw",2.09,"w","Tibiotarsus"
"887","SW","tibw",3.61,"w","Tibiotarsus"
"888","SW","tibw",4.13,"w","Tibiotarsus"
"889","SW","tibw",4.36,"w","Tibiotarsus"
"890","SW","tibw",4.53,"w","Tibiotarsus"
"891","SW","tibw",2.14,"w","Tibiotarsus"
"892","SW","tibw",2.04,"w","Tibiotarsus"
"893","SW","tibw",2.65,"w","Tibiotarsus"
"894","SW","tibw",2.63,"w","Tibiotarsus"
"895","SW","tibw",5.31,"w","Tibiotarsus"
"896","SW","tibw",5.36,"w","Tibiotarsus"
"897","SW","tibw",2.67,"w","Tibiotarsus"
"898","SW","tibw",2.79,"w","Tibiotarsus"
"899","SW","tibw",2.73,"w","Tibiotarsus"
"900","SW","tibw",2.69,"w","Tibiotarsus"
"901","SW","tibw",2.88,"w","Tibiotarsus"
"902","SW","tibw",3.04,"w","Tibiotarsus"
"903","SW","tibw",2.97,"w","Tibiotarsus"
"904","SW","tibw",2.56,"w","Tibiotarsus"
"905","SW","tibw",2.03,"w","Tibiotarsus"
"906","SW","tibw",3.09,"w","Tibiotarsus"
"907","SW","tibw",3.39,"w","Tibiotarsus"
"908","SW","tibw",2.32,"w","Tibiotarsus"
"909","SW","tibw",3.47,"w","Tibiotarsus"
"910","SW","tibw",3.71,"w","Tibiotarsus"
"911","SW","tibw",2.58,"w","Tibiotarsus"
"912","SW","tibw",1.94,"w","Tibiotarsus"
"913","SW","tibw",1.86,"w","Tibiotarsus"
"914","SW","tibw",2.36,"w","Tibiotarsus"
"915","SW","tibw",3.21,"w","Tibiotarsus"
"916","SW","tibw",2.1,"w","Tibiotarsus"
"917","SW","tibw",2.13,"w","Tibiotarsus"
"918","SW","tibw",3.77,"w","Tibiotarsus"
"919","SW","tibw",3.56,"w","Tibiotarsus"
"920","SW","tibw",4.2,"w","Tibiotarsus"
"921","SW","tibw",3.96,"w","Tibiotarsus"
"922","SW","tibw",3.44,"w","Tibiotarsus"
"923","SW","tibw",3.56,"w","Tibiotarsus"
"924","SW","tibw",4.99,"w","Tibiotarsus"
"925","SW","tibw",4.9,"w","Tibiotarsus"
"926","SW","tibw",3.71,"w","Tibiotarsus"
"927","SW","tibw",2.72,"w","Tibiotarsus"
"928","SW","tibw",4.46,"w","Tibiotarsus"
"929","SW","tarl",38.7,"l","Tarsometatarus"
"930","SW","tarl",41.5,"l","Tarsometatarus"
"931","SW","tarl",38.31,"l","Tarsometatarus"
"932","SW","tarl",35.78,"l","Tarsometatarus"
"933","SW","tarl",31.88,"l","Tarsometatarus"
"934","SW","tarl",29.07,"l","Tarsometatarus"
"935","SW","tarl",37.22,"l","Tarsometatarus"
"936","SW","tarl",37.94,"l","Tarsometatarus"
"937","SW","tarl",61.62,"l","Tarsometatarus"
"938","SW","tarl",78.67,"l","Tarsometatarus"
"939","SW","tarl",86.61,"l","Tarsometatarus"
"940","SW","tarl",90.8,"l","Tarsometatarus"
"941","SW","tarl",82.58,"l","Tarsometatarus"
"942","SW","tarl",73.71,"l","Tarsometatarus"
"943","SW","tarl",75.65,"l","Tarsometatarus"
"944","SW","tarl",74.86,"l","Tarsometatarus"
"945","SW","tarl",72.44,"l","Tarsometatarus"
"946","SW","tarl",65.92,"l","Tarsometatarus"
"947","SW","tarl",67.27,"l","Tarsometatarus"
"948","SW","tarl",70.29,"l","Tarsometatarus"
"949","SW","tarl",70.91,"l","Tarsometatarus"
"950","SW","tarl",65.48,"l","Tarsometatarus"
"951","SW","tarl",64.17,"l","Tarsometatarus"
"952","SW","tarl",39.26,"l","Tarsometatarus"
"953","SW","tarl",43.7,"l","Tarsometatarus"
"954","SW","tarl",38.04,"l","Tarsometatarus"
"955","SW","tarl",22.51,"l","Tarsometatarus"
"956","SW","tarl",23.24,"l","Tarsometatarus"
"957","SW","tarl",22.46,"l","Tarsometatarus"
"958","SW","tarl",32.48,"l","Tarsometatarus"
"959","SW","tarl",34.31,"l","Tarsometatarus"
"960","SW","tarl",18.42,"l","Tarsometatarus"
"961","SW","tarl",19.52,"l","Tarsometatarus"
"962","SW","tarl",22.54,"l","Tarsometatarus"
"963","SW","tarl",20.14,"l","Tarsometatarus"
"964","SW","tarl",19.67,"l","Tarsometatarus"
"965","SW","tarl",20.08,"l","Tarsometatarus"
"966","SW","tarl",19.44,"l","Tarsometatarus"
"967","SW","tarl",81.77,"l","Tarsometatarus"
"968","SW","tarl",79.18,"l","Tarsometatarus"
"969","SW","tarl",28.81,"l","Tarsometatarus"
"970","SW","tarl",27.78,"l","Tarsometatarus"
"971","SW","tarl",63.4,"l","Tarsometatarus"
"972","SW","tarl",66.32,"l","Tarsometatarus"
"973","SW","tarl",52.88,"l","Tarsometatarus"
"974","SW","tarl",47.46,"l","Tarsometatarus"
"975","SW","tarl",61.71,"l","Tarsometatarus"
"976","SW","tarl",55.77,"l","Tarsometatarus"
"977","SW","tarl",57.24,"l","Tarsometatarus"
"978","SW","tarl",46.05,"l","Tarsometatarus"
"979","SW","tarl",50.44,"l","Tarsometatarus"
"980","SW","tarl",37.31,"l","Tarsometatarus"
"981","SW","tarl",39.62,"l","Tarsometatarus"
"982","SW","tarl",21.91,"l","Tarsometatarus"
"983","SW","tarl",23.73,"l","Tarsometatarus"
"984","SW","tarl",32.07,"l","Tarsometatarus"
"985","SW","tarl",96.13,"l","Tarsometatarus"
"986","SW","tarl",82.46,"l","Tarsometatarus"
"987","SW","tarl",128.35,"l","Tarsometatarus"
"988","SW","tarl",83.36,"l","Tarsometatarus"
"989","SW","tarl",99.01,"l","Tarsometatarus"
"990","SW","tarl",31.63,"l","Tarsometatarus"
"991","SW","tarl",34.75,"l","Tarsometatarus"
"992","SW","tarl",25.53,"l","Tarsometatarus"
"993","SW","tarl",44.31,"l","Tarsometatarus"
"994","SW","tarl",46.04,"l","Tarsometatarus"
"995","SW","tarl",25.45,"l","Tarsometatarus"
"996","SW","tarl",20.79,"l","Tarsometatarus"
"997","SW","tarl",22.96,"l","Tarsometatarus"
"998","SW","tarl",30.82,"l","Tarsometatarus"
"999","SW","tarl",21.62,"l","Tarsometatarus"
"1000","SW","tarl",21.17,"l","Tarsometatarus"
"1001","SW","tarl",27.53,"l","Tarsometatarus"
"1002","SW","tarl",26.24,"l","Tarsometatarus"
"1003","SW","tarl",46.44,"l","Tarsometatarus"
"1004","SW","tarl",51.17,"l","Tarsometatarus"
"1005","SW","tarl",52.01,"l","Tarsometatarus"
"1006","SW","tarl",48.26,"l","Tarsometatarus"
"1007","SW","tarl",30.91,"l","Tarsometatarus"
"1008","SW","tarl",31.29,"l","Tarsometatarus"
"1009","SW","tarl",31.12,"l","Tarsometatarus"
"1010","SW","tarl",33.16,"l","Tarsometatarus"
"1011","SW","tarl",63.04,"l","Tarsometatarus"
"1012","SW","tarl",65.16,"l","Tarsometatarus"
"1013","SW","tarl",34.32,"l","Tarsometatarus"
"1014","SW","tarl",34.4,"l","Tarsometatarus"
"1015","SW","tarl",36.49,"l","Tarsometatarus"
"1016","SW","tarl",31.94,"l","Tarsometatarus"
"1017","SW","tarl",39.77,"l","Tarsometatarus"
"1018","SW","tarl",39.08,"l","Tarsometatarus"
"1019","SW","tarl",37.38,"l","Tarsometatarus"
"1020","SW","tarl",30.71,"l","Tarsometatarus"
"1021","SW","tarl",31.08,"l","Tarsometatarus"
"1022","SW","tarl",40.27,"l","Tarsometatarus"
"1023","SW","tarl",40.43,"l","Tarsometatarus"
"1024","SW","tarl",28.4,"l","Tarsometatarus"
"1025","SW","tarl",42.89,"l","Tarsometatarus"
"1026","SW","tarl",44.62,"l","Tarsometatarus"
"1027","SW","tarl",27.19,"l","Tarsometatarus"
"1028","SW","tarl",28.1,"l","Tarsometatarus"
"1029","SW","tarl",30.11,"l","Tarsometatarus"
"1030","SW","tarl",27.21,"l","Tarsometatarus"
"1031","SW","tarl",39.83,"l","Tarsometatarus"
"1032","SW","tarl",30.13,"l","Tarsometatarus"
"1033","SW","tarl",29.16,"l","Tarsometatarus"
"1034","SW","tarl",49.61,"l","Tarsometatarus"
"1035","SW","tarl",47.27,"l","Tarsometatarus"
"1036","SW","tarl",52.54,"l","Tarsometatarus"
"1037","SW","tarl",52.91,"l","Tarsometatarus"
"1038","SW","tarl",40.23,"l","Tarsometatarus"
"1039","SW","tarl",44.82,"l","Tarsometatarus"
"1040","SW","tarl",57.27,"l","Tarsometatarus"
"1041","SW","tarl",54.78,"l","Tarsometatarus"
"1042","SW","tarl",43.11,"l","Tarsometatarus"
"1043","SW","tarl",40.19,"l","Tarsometatarus"
"1044","SW","tarl",50.53,"l","Tarsometatarus"
"1045","SW","tarw",3.84,"w","Tarsometatarus"
"1046","SW","tarw",4.01,"w","Tarsometatarus"
"1047","SW","tarw",3.34,"w","Tarsometatarus"
"1048","SW","tarw",3.41,"w","Tarsometatarus"
"1049","SW","tarw",3.13,"w","Tarsometatarus"
"1050","SW","tarw",2.83,"w","Tarsometatarus"
"1051","SW","tarw",3.64,"w","Tarsometatarus"
"1052","SW","tarw",3.81,"w","Tarsometatarus"
"1053","SW","tarw",4.37,"w","Tarsometatarus"
"1054","SW","tarw",6.34,"w","Tarsometatarus"
"1055","SW","tarw",6.63,"w","Tarsometatarus"
"1056","SW","tarw",4.59,"w","Tarsometatarus"
"1057","SW","tarw",5.5,"w","Tarsometatarus"
"1058","SW","tarw",4.24,"w","Tarsometatarus"
"1059","SW","tarw",3.36,"w","Tarsometatarus"
"1060","SW","tarw",3.52,"w","Tarsometatarus"
"1061","SW","tarw",3.53,"w","Tarsometatarus"
"1062","SW","tarw",3.28,"w","Tarsometatarus"
"1063","SW","tarw",3.06,"w","Tarsometatarus"
"1064","SW","tarw",3.35,"w","Tarsometatarus"
"1065","SW","tarw",2.69,"w","Tarsometatarus"
"1066","SW","tarw",4.25,"w","Tarsometatarus"
"1067","SW","tarw",3.84,"w","Tarsometatarus"
"1068","SW","tarw",1.97,"w","Tarsometatarus"
"1069","SW","tarw",2.28,"w","Tarsometatarus"
"1070","SW","tarw",2.83,"w","Tarsometatarus"
"1071","SW","tarw",10.73,"w","Tarsometatarus"
"1072","SW","tarw",10.24,"w","Tarsometatarus"
"1073","SW","tarw",9.45,"w","Tarsometatarus"
"1074","SW","tarw",13.82,"w","Tarsometatarus"
"1075","SW","tarw",14.09,"w","Tarsometatarus"
"1076","SW","tarw",3.65,"w","Tarsometatarus"
"1077","SW","tarw",6.51,"w","Tarsometatarus"
"1078","SW","tarw",7.16,"w","Tarsometatarus"
"1079","SW","tarw",6.3,"w","Tarsometatarus"
"1080","SW","tarw",6.64,"w","Tarsometatarus"
"1081","SW","tarw",6.41,"w","Tarsometatarus"
"1082","SW","tarw",7.21,"w","Tarsometatarus"
"1083","SW","tarw",8.91,"w","Tarsometatarus"
"1084","SW","tarw",10.05,"w","Tarsometatarus"
"1085","SW","tarw",4.82,"w","Tarsometatarus"
"1086","SW","tarw",5.07,"w","Tarsometatarus"
"1087","SW","tarw",6.7,"w","Tarsometatarus"
"1088","SW","tarw",6.91,"w","Tarsometatarus"
"1089","SW","tarw",5.1,"w","Tarsometatarus"
"1090","SW","tarw",4.93,"w","Tarsometatarus"
"1091","SW","tarw",6.02,"w","Tarsometatarus"
"1092","SW","tarw",8.79,"w","Tarsometatarus"
"1093","SW","tarw",8.23,"w","Tarsometatarus"
"1094","SW","tarw",7.97,"w","Tarsometatarus"
"1095","SW","tarw",8.41,"w","Tarsometatarus"
"1096","SW","tarw",7.44,"w","Tarsometatarus"
"1097","SW","tarw",7.87,"w","Tarsometatarus"
"1098","SW","tarw",1.72,"w","Tarsometatarus"
"1099","SW","tarw",1.77,"w","Tarsometatarus"
"1100","SW","tarw",2.03,"w","Tarsometatarus"
"1101","SW","tarw",7.69,"w","Tarsometatarus"
"1102","SW","tarw",7.04,"w","Tarsometatarus"
"1103","SW","tarw",8.93,"w","Tarsometatarus"
"1104","SW","tarw",6.13,"w","Tarsometatarus"
"1105","SW","tarw",7.55,"w","Tarsometatarus"
"1106","SW","tarw",1.83,"w","Tarsometatarus"
"1107","SW","tarw",2.52,"w","Tarsometatarus"
"1108","SW","tarw",1.31,"w","Tarsometatarus"
"1109","SW","tarw",2.82,"w","Tarsometatarus"
"1110","SW","tarw",2.76,"w","Tarsometatarus"
"1111","SW","tarw",1.13,"w","Tarsometatarus"
"1112","SW","tarw",1.09,"w","Tarsometatarus"
"1113","SW","tarw",1.2,"w","Tarsometatarus"
"1114","SW","tarw",1.36,"w","Tarsometatarus"
"1115","SW","tarw",0.83,"w","Tarsometatarus"
"1116","SW","tarw",0.88,"w","Tarsometatarus"
"1117","SW","tarw",2.03,"w","Tarsometatarus"
"1118","SW","tarw",1.92,"w","Tarsometatarus"
"1119","SW","tarw",2.99,"w","Tarsometatarus"
"1120","SW","tarw",3.33,"w","Tarsometatarus"
"1121","SW","tarw",3.48,"w","Tarsometatarus"
"1122","SW","tarw",3.22,"w","Tarsometatarus"
"1123","SW","tarw",1.73,"w","Tarsometatarus"
"1124","SW","tarw",1.56,"w","Tarsometatarus"
"1125","SW","tarw",2.14,"w","Tarsometatarus"
"1126","SW","tarw",2.23,"w","Tarsometatarus"
"1127","SW","tarw",3.82,"w","Tarsometatarus"
"1128","SW","tarw",4.07,"w","Tarsometatarus"
"1129","SW","tarw",2.75,"w","Tarsometatarus"
"1130","SW","tarw",2.94,"w","Tarsometatarus"
"1131","SW","tarw",3.23,"w","Tarsometatarus"
"1132","SW","tarw",2.66,"w","Tarsometatarus"
"1133","SW","tarw",2.38,"w","Tarsometatarus"
"1134","SW","tarw",2.38,"w","Tarsometatarus"
"1135","SW","tarw",2.47,"w","Tarsometatarus"
"1136","SW","tarw",1.9,"w","Tarsometatarus"
"1137","SW","tarw",1.99,"w","Tarsometatarus"
"1138","SW","tarw",3,"w","Tarsometatarus"
"1139","SW","tarw",2.89,"w","Tarsometatarus"
"1140","SW","tarw",2.2,"w","Tarsometatarus"
"1141","SW","tarw",3.12,"w","Tarsometatarus"
"1142","SW","tarw",2.95,"w","Tarsometatarus"
"1143","SW","tarw",2,"w","Tarsometatarus"
"1144","SW","tarw",2.25,"w","Tarsometatarus"
"1145","SW","tarw",1.63,"w","Tarsometatarus"
"1146","SW","tarw",1.77,"w","Tarsometatarus"
"1147","SW","tarw",3.28,"w","Tarsometatarus"
"1148","SW","tarw",2.37,"w","Tarsometatarus"
"1149","SW","tarw",2.05,"w","Tarsometatarus"
"1150","SW","tarw",3.35,"w","Tarsometatarus"
